TRADEID,TRADETYPE,ASSETID,PAYREC,FIXFLT,STARTDATE,ENDDATE,FIXINGDATE,IDAYS,RATE,FORWARD,SPREAD,ALLINRATE,NOTIONAL,PAYDATE,FLOWS,TRANSACTION_TYPE,DAYS,CCY,ZERO,DISCOUNT,PRESENTVALUE,ASOFDATE
4380380,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,1700000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4380380,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,-1185234.39,XNL,(null),DKK,(null),(null),(null),20/08/2020
4380385,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2020,1700000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4380385,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2020,-1182928,XNL,(null),DKK,(null),(null),(null),20/08/2020
4386671,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,4000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4386671,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-26368584,XNL,(null),DKK,(null),(null),(null),20/08/2020
4386672,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,26373824,XNL,(null),DKK,(null),(null),(null),20/08/2020
4386672,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-4000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4401998,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/01/2021,1995105.26,XNL,(null),CZK,(null),(null),(null),20/08/2020
4401998,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/01/2021,-806908.55,XNL,(null),SEK,(null),(null),(null),20/08/2020
4404859,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,1500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4404859,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-11174047.5,XNL,(null),DKK,(null),(null),(null),20/08/2020
4411131,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/10/2020,832387.65,XNL,(null),USD,(null),(null),(null),20/08/2020
4411131,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/10/2020,-6000000,XNL,(null),CNH,(null),(null),(null),20/08/2020
4417610,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/12/2020,27508564.35,XNL,(null),SEK,(null),(null),(null),20/08/2020
4417610,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/12/2020,-2530637.5,XNL,(null),EUR,(null),(null),(null),20/08/2020
4419686,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,2500000,XNL,(null),USD,(null),(null),(null),20/08/2020
4419686,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-24368907.5,XNL,(null),SEK,(null),(null),(null),20/08/2020
4419705,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,3000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4419705,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-32785560,XNL,(null),SEK,(null),(null),(null),20/08/2020
4422055,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/12/2020,1000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4422055,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/12/2020,-10928600,XNL,(null),SEK,(null),(null),(null),20/08/2020
4422058,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/03/2021,1000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4422058,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/03/2021,-10940300,XNL,(null),SEK,(null),(null),(null),20/08/2020
4422059,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/06/2021,1000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4422059,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/06/2021,-10951500,XNL,(null),SEK,(null),(null),(null),20/08/2020
4452002,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/10/2020,60000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4452002,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/10/2020,-41686500,XNL,(null),DKK,(null),(null),(null),20/08/2020
4452085,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,75166.99,XNL,(null),GBP,(null),(null),(null),20/08/2020
4452085,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,-86100.33,XNL,(null),EUR,(null),(null),(null),20/08/2020
4452244,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/11/2020,1000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4452244,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/11/2020,-12292585.3,XNL,(null),SEK,(null),(null),(null),20/08/2020
4452247,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/02/2021,250000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4452247,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/02/2021,-3068198,XNL,(null),SEK,(null),(null),(null),20/08/2020
4452251,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/11/2020,12064752.74,XNL,(null),SEK,(null),(null),(null),20/08/2020
4452251,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/11/2020,-981142.8,XNL,(null),GBP,(null),(null),(null),20/08/2020
4452252,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/02/2021,3010831.63,XNL,(null),SEK,(null),(null),(null),20/08/2020
4452252,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/02/2021,-245285.7,XNL,(null),GBP,(null),(null),(null),20/08/2020
4457402,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,420000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4457402,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,-605579.52,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457536,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/10/2020,3000000,XNL,(null),CHF,(null),(null),(null),20/08/2020
4457536,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/10/2020,-20299260,XNL,(null),DKK,(null),(null),(null),20/08/2020
4457618,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,1419994.74,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457618,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4457625,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,1900000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4457625,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,-23424885.87,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457629,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,1900543.84,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457629,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,-200000,XNL,(null),USD,(null),(null),(null),20/08/2020
4457637,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,780000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4457637,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,-8453670.73,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457638,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,32194559.03,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457638,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-2980000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4457640,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,2340000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4457640,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,-25319176.51,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457641,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,23428188.26,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457641,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,-1900000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4457643,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,800000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4457643,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,-9851407.68,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457644,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,3000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4457644,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-32413956.6,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457645,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,9849913.2,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457645,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,-800000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4457647,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,25322812.16,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457647,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,-2340000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4457649,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,8453198.52,XNL,(null),SEK,(null),(null),(null),20/08/2020
4457649,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/03/2021,-780000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4459494,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,1500000,XNL,(null),USD,(null),(null),(null),20/08/2020
4459494,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-14375689.5,XNL,(null),SEK,(null),(null),(null),20/08/2020
4459499,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,14376952.5,XNL,(null),SEK,(null),(null),(null),20/08/2020
4459499,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-1500000,XNL,(null),USD,(null),(null),(null),20/08/2020
4463709,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/03/2021,1000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4463709,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/03/2021,-10834700,XNL,(null),SEK,(null),(null),(null),20/08/2020
4463716,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/06/2021,500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4463716,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/06/2021,-5425700,XNL,(null),SEK,(null),(null),(null),20/08/2020
4463737,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,1500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4463737,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,-16289250,XNL,(null),SEK,(null),(null),(null),20/08/2020
4465679,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),05/11/2020,-20688600,XNL,(null),DKK,(null),(null),(null),20/08/2020
4463745,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,-2000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4463745,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,21741360,XNL,(null),SEK,(null),(null),(null),20/08/2020
4465679,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),05/11/2020,30000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4465905,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/10/2020,4000000,XNL,(null),AUD,(null),(null),(null),20/08/2020
4465905,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/10/2020,-26228703.2,XNL,(null),SEK,(null),(null),(null),20/08/2020
4465910,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/10/2020,26237012.8,XNL,(null),SEK,(null),(null),(null),20/08/2020
4465910,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/10/2020,-4000000,XNL,(null),AUD,(null),(null),(null),20/08/2020
4477274,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/11/2020,1406600,XNL,(null),GBP,(null),(null),(null),20/08/2020
4477274,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/11/2020,-12000000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4484397,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/11/2021,521945,XNL,(null),GBP,(null),(null),(null),20/08/2020
4484397,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/11/2021,-6449236.77,XNL,(null),SEK,(null),(null),(null),20/08/2020
4490022,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,6613591,XNL,(null),DKK,(null),(null),(null),20/08/2020
4490022,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4496156,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,313032,XNL,(null),GBP,(null),(null),(null),20/08/2020
4496156,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,-362219.81,XNL,(null),EUR,(null),(null),(null),20/08/2020
4496391,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/06/2021,1500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4496391,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/06/2021,-16150500,XNL,(null),SEK,(null),(null),(null),20/08/2020
4496392,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,1500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4496392,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,-16176000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4498033,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/06/2021,31000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4498033,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/06/2021,-2887629.03,XNL,(null),EUR,(null),(null),(null),20/08/2020
4498046,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/02/2021,1160000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4498046,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/02/2021,-12418110.88,XNL,(null),SEK,(null),(null),(null),20/08/2020
4498052,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/02/2021,12422009.64,XNL,(null),SEK,(null),(null),(null),20/08/2020
4498052,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/02/2021,-1160000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4503142,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,2500000,XNL,(null),CHF,(null),(null),(null),20/08/2020
4503142,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,-17014077.5,XNL,(null),DKK,(null),(null),(null),20/08/2020
4503147,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,300000000,XNL,(null),JPY,(null),(null),(null),20/08/2020
4503147,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,-18598737,XNL,(null),DKK,(null),(null),(null),20/08/2020
4503153,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,4000000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4503153,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,-19874592,XNL,(null),DKK,(null),(null),(null),20/08/2020
4503158,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,40000000,XNL,(null),CZK,(null),(null),(null),20/08/2020
4503158,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,-11429120,XNL,(null),DKK,(null),(null),(null),20/08/2020
4503159,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,11430320,XNL,(null),DKK,(null),(null),(null),20/08/2020
4503159,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),27/11/2020,-40000000,XNL,(null),CZK,(null),(null),(null),20/08/2020
4505088,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),12/10/2020,6579000,XNL,(null),DKK,(null),(null),(null),20/08/2020
